emp_no;dept_no;from_date;to_date
225270;d004;1995-03-22;9999-01-01
225280;d007;1986-02-27;9999-01-01
225290;d004;1986-09-08;9999-01-01
225300;d005;1997-12-20;9999-01-01
225310;d007;1988-12-17;1991-10-18
225320;d004;1986-06-14;1989-08-15
225330;d005;1999-01-17;9999-01-01
225340;d001;1995-04-07;2001-11-30
225350;d002;1994-01-03;2000-08-17
225350;d003;2000-08-17;9999-01-01
225360;d004;1985-11-26;9999-01-01
225370;d005;1997-12-11;9999-01-01
225380;d005;1995-12-02;9999-01-01
225390;d007;1994-12-18;9999-01-01
225400;d005;1995-01-06;9999-01-01
225410;d004;1994-12-02;9999-01-01
225420;d007;1995-03-25;9999-01-01
225430;d007;1985-03-28;9999-01-01
225440;d005;1994-10-11;9999-01-01
225450;d004;1985-07-27;9999-01-01
225460;d005;1992-08-14;9999-01-01
225470;d004;1997-09-02;9999-01-01
225480;d004;1997-05-20;9999-01-01
225480;d008;1993-02-24;1997-05-20
225490;d005;1990-06-27;9999-01-01
225500;d007;1992-01-21;9999-01-01
225510;d004;1994-12-19;9999-01-01
225520;d004;1990-09-13;1994-10-08
225530;d004;1994-11-24;9999-01-01
225540;d004;1992-03-08;9999-01-01
225550;d005;1999-08-26;9999-01-01
225550;d009;1998-08-30;1999-08-26
225560;d004;1987-07-08;1988-11-10
225570;d005;1987-07-21;9999-01-01
225580;d007;1995-03-31;9999-01-01
225590;d004;1999-01-17;2001-07-25
225600;d007;1987-04-10;9999-01-01
225610;d004;1988-03-21;9999-01-01
225620;d005;1992-06-15;9999-01-01
225630;d009;1987-03-31;9999-01-01
225640;d004;1988-02-07;9999-01-01
225650;d003;1986-11-06;9999-01-01
225660;d005;1992-06-10;1997-05-04
225670;d004;1989-05-22;9999-01-01
225680;d002;2002-03-30;9999-01-01
225680;d003;1998-08-14;2002-03-30
225690;d005;1991-03-08;1999-03-13
225700;d009;1997-11-26;9999-01-01
225710;d005;1986-08-03;1992-04-16
225720;d004;1986-03-30;2001-01-01
225730;d007;1993-06-02;9999-01-01
225740;d005;1989-07-24;9999-01-01
225750;d005;1998-02-08;9999-01-01
225760;d009;1998-09-09;9999-01-01
225770;d004;1985-03-29;9999-01-01
225780;d005;1995-02-10;1995-09-30
225780;d008;1995-09-30;1998-06-26
225790;d001;2001-07-06;9999-01-01
225790;d007;1993-12-29;2001-07-06
225800;d001;1998-09-10;9999-01-01
225800;d007;1998-04-17;1998-09-10
225810;d007;1989-03-27;2000-08-15
225810;d009;2000-08-15;9999-01-01
225820;d002;1994-09-22;1996-11-27
225820;d007;1996-11-27;9999-01-01
225830;d005;1997-01-11;2000-07-06
225830;d008;2000-07-06;9999-01-01
225840;d007;1987-06-20;1997-02-10
225840;d009;1997-02-10;9999-01-01
225850;d005;1988-08-04;1990-05-17
225860;d003;1988-04-20;1997-02-20
225870;d005;1987-10-13;1989-06-06
225880;d006;1987-07-06;9999-01-01
225890;d009;1985-07-28;9999-01-01
225900;d005;1998-07-07;9999-01-01
225910;d005;1995-01-31;9999-01-01
225920;d003;1991-08-10;9999-01-01
225930;d005;1988-02-09;9999-01-01
225940;d005;1997-05-29;9999-01-01
225950;d004;1993-04-14;1994-09-21
225960;d004;1986-08-10;1998-07-27
225970;d005;1997-08-09;9999-01-01
225980;d005;1988-01-06;9999-01-01
225990;d006;1996-01-16;9999-01-01
226000;d007;1992-01-19;9999-01-01
226010;d005;1999-09-26;9999-01-01
226020;d006;1996-04-02;9999-01-01
226030;d007;1990-06-29;9999-01-01
226040;d007;1993-06-27;9999-01-01
226050;d007;1993-10-17;9999-01-01
226060;d005;1987-03-07;9999-01-01
226070;d001;1989-02-24;9999-01-01
226080;d004;1996-01-08;1998-04-07
226080;d009;1998-04-07;9999-01-01
226090;d005;1994-12-14;9999-01-01
226100;d004;1994-09-25;1995-04-23
226100;d005;1993-03-22;1994-09-25
226110;d009;1985-10-11;9999-01-01
226120;d004;1992-09-03;9999-01-01
226130;d005;1992-06-20;9999-01-01
226140;d005;1996-01-07;1996-09-14
226150;d002;1995-02-16;2000-09-13
226160;d005;1990-12-24;1997-12-22
226170;d001;1985-08-27;9999-01-01
226180;d004;1992-01-16;9999-01-01
226190;d004;1985-04-14;9999-01-01
226200;d004;1989-11-29;9999-01-01
226210;d004;1998-03-10;9999-01-01
226220;d005;1986-01-21;9999-01-01
226230;d004;1995-01-10;9999-01-01
226240;d005;1998-01-08;1999-09-13
226250;d008;1990-01-29;9999-01-01
226260;d007;1990-02-09;1991-07-28
226270;d007;1997-05-28;9999-01-01
226280;d008;1992-06-16;9999-01-01
226290;d005;1995-05-05;9999-01-01
226300;d005;1989-08-19;1996-10-11
226310;d006;1989-06-24;9999-01-01
226320;d005;1992-03-08;9999-01-01
226330;d006;1992-03-21;9999-01-01
226340;d007;1991-11-07;9999-01-01
226350;d004;1996-11-24;9999-01-01
226360;d007;1987-07-25;1988-09-19
226360;d009;1988-09-19;9999-01-01
226370;d005;1991-06-29;9999-01-01
226380;d005;1990-07-04;9999-01-01
226390;d004;1985-10-18;1990-10-02
226390;d006;1990-10-02;9999-01-01
226400;d008;1997-03-13;9999-01-01
226410;d006;1992-03-20;9999-01-01
226420;d005;1999-09-08;9999-01-01
226430;d001;1993-02-13;9999-01-01
226440;d005;1986-08-13;1987-02-27
226450;d004;1997-12-15;9999-01-01
226460;d005;1998-03-29;9999-01-01
226470;d004;1995-06-13;9999-01-01
226480;d007;1987-03-11;9999-01-01
226490;d005;1990-04-11;9999-01-01
226500;d004;1990-01-05;1990-11-03
226510;d004;1999-11-13;9999-01-01
226520;d005;1992-06-26;9999-01-01
226530;d004;1985-02-27;9999-01-01
226540;d004;1998-12-10;9999-01-01
226550;d004;1994-12-09;9999-01-01
226550;d005;1989-06-06;1994-12-09
226560;d005;1992-10-14;9999-01-01
226570;d006;1986-07-21;9999-01-01
226580;d005;1986-10-05;1997-08-05
226590;d007;1989-05-13;9999-01-01
226600;d002;1987-07-25;1993-07-25
226610;d005;1985-03-15;9999-01-01
226620;d007;1999-10-09;9999-01-01
226630;d007;1998-12-18;9999-01-01
226640;d005;1999-03-04;9999-01-01
226650;d005;1989-07-17;9999-01-01
226660;d004;2000-02-22;2002-03-31
226660;d005;2000-01-07;2000-02-22
226670;d004;1988-04-02;1991-12-15
226670;d005;1987-11-09;1988-04-02
226680;d004;1994-12-13;9999-01-01
226690;d007;1989-03-14;1992-02-05
226700;d003;1994-10-11;1996-06-30
226710;d005;1994-02-07;9999-01-01
226720;d005;1988-07-31;1997-05-31
226730;d004;1995-06-25;9999-01-01
226740;d006;1987-03-13;9999-01-01
226750;d005;1990-04-26;2001-06-03
226760;d005;1995-05-11;9999-01-01
226770;d004;1991-11-06;9999-01-01
226780;d005;1994-07-13;9999-01-01
226790;d001;1997-09-14;9999-01-01
226800;d001;1999-09-18;9999-01-01
226810;d005;1991-03-25;2001-02-24
226820;d005;1994-04-07;9999-01-01
226830;d008;1986-10-19;1994-10-21
226840;d005;1992-03-07;1999-05-22
226850;d003;1995-10-01;9999-01-01
226860;d005;1992-02-03;9999-01-01
226870;d005;1992-03-29;9999-01-01
226880;d005;1986-08-07;9999-01-01
226890;d004;1988-02-22;9999-01-01
226900;d005;1989-07-18;9999-01-01
226910;d008;1987-11-16;9999-01-01
226920;d004;1992-04-05;9999-01-01
226930;d003;1997-12-23;1999-02-08
226940;d003;1992-09-30;9999-01-01
226950;d008;1987-01-12;9999-01-01
226960;d007;1994-05-12;9999-01-01
226970;d004;1989-06-17;9999-01-01
226980;d009;1997-07-22;9999-01-01
226990;d008;1996-09-26;9999-01-01
227000;d002;2001-01-26;9999-01-01
227000;d003;1999-10-28;2001-01-26
227010;d003;1996-05-25;9999-01-01
227020;d007;1995-02-03;9999-01-01
227030;d002;1998-04-20;9999-01-01
227040;d007;1999-06-21;9999-01-01
227050;d001;1988-09-01;9999-01-01
227060;d004;1985-06-04;9999-01-01
227070;d006;1995-05-22;9999-01-01
227080;d005;1986-02-07;9999-01-01
227090;d004;1993-03-18;9999-01-01
227100;d004;1990-11-23;9999-01-01
227110;d008;1994-08-24;9999-01-01
227120;d004;1991-11-19;1992-10-07
227120;d006;1992-10-07;1993-06-26
227130;d004;2001-03-04;9999-01-01
227130;d008;1991-05-22;2001-03-04
227140;d001;1989-05-08;1996-06-08
227140;d007;1996-06-08;9999-01-01
227150;d007;1997-06-15;9999-01-01
227160;d004;1992-02-28;9999-01-01
227170;d006;1988-04-11;9999-01-01
227180;d004;1992-12-05;9999-01-01
227180;d006;1991-04-15;1992-12-05
227190;d002;1995-05-04;9999-01-01
227200;d004;1991-08-16;9999-01-01
227210;d005;1993-03-19;9999-01-01
227220;d007;1993-08-21;9999-01-01
227230;d005;1995-02-23;2001-07-11
227240;d009;1997-05-14;2000-06-01
227250;d005;1999-08-24;9999-01-01
227260;d003;1996-10-01;9999-01-01
227270;d009;1999-01-10;9999-01-01
227280;d004;1992-04-26;9999-01-01
227290;d007;1996-02-07;2001-04-25
227300;d005;1989-10-08;9999-01-01
227310;d007;1987-10-23;1988-11-17
227320;d007;1996-02-01;9999-01-01
227330;d005;1998-11-16;9999-01-01
227340;d004;1993-06-06;9999-01-01
227350;d007;1990-04-18;2000-09-05
227360;d004;1989-02-26;9999-01-01
227370;d004;1995-09-18;1996-12-27
227380;d005;1998-01-20;9999-01-01
227390;d005;1994-08-12;2000-02-07
227400;d004;1990-01-13;9999-01-01
227410;d004;1993-07-26;9999-01-01
227420;d001;2000-10-16;9999-01-01
227420;d007;1998-03-22;2000-10-16
227430;d002;1986-08-06;1988-10-15
227430;d003;1988-10-15;9999-01-01
227440;d007;1993-10-04;1996-07-01
227440;d009;1996-07-01;1997-04-02
227450;d005;1995-11-17;9999-01-01
227450;d009;1992-04-07;1995-11-17
227460;d007;1999-05-04;9999-01-01
227470;d004;1998-11-10;9999-01-01
227480;d009;1993-10-29;9999-01-01
227490;d009;1994-08-22;9999-01-01
227500;d007;1995-03-18;1999-02-24
227510;d006;1998-01-19;9999-01-01
227520;d003;1998-07-10;9999-01-01
227530;d005;1987-05-27;9999-01-01
227540;d003;1994-03-30;9999-01-01
227550;d001;1996-05-30;1997-02-13
227560;d004;1986-03-11;9999-01-01
227570;d005;1995-11-23;9999-01-01
227580;d007;1995-11-20;1996-03-15
227580;d009;1996-03-15;9999-01-01
227590;d005;1997-08-21;9999-01-01
227600;d009;1987-11-14;9999-01-01
227610;d005;1989-07-04;1993-05-08
227620;d006;1987-07-03;1992-12-27
227630;d007;1990-09-24;1992-02-05
227640;d006;1994-05-27;9999-01-01
227650;d007;1988-04-11;9999-01-01
227660;d006;1990-09-08;1996-09-21
227670;d003;1999-03-23;9999-01-01
227680;d003;1988-12-05;9999-01-01
227690;d001;1990-01-29;1996-12-27
227700;d004;1994-10-29;9999-01-01
227710;d006;1987-01-22;9999-01-01
227720;d005;1989-05-10;9999-01-01
227730;d001;1986-05-28;9999-01-01
227740;d002;1994-05-02;1999-11-21
227750;d004;1995-12-26;2002-05-10
227760;d008;1989-03-07;1994-09-16
227770;d005;1993-07-21;9999-01-01
227780;d004;1989-11-09;9999-01-01
227790;d005;1993-03-16;9999-01-01
227800;d004;1988-11-09;9999-01-01
227810;d005;1999-11-07;2000-06-29
227820;d008;1997-06-25;1999-05-02
227830;d004;1991-09-15;9999-01-01
227840;d007;1998-06-28;9999-01-01
227850;d004;1988-02-20;9999-01-01
227860;d004;1993-08-19;1993-11-13
227870;d007;1989-06-15;1992-06-29
227880;d005;1986-08-01;1998-07-17
227890;d006;1986-08-29;1989-09-10
227900;d005;1997-03-14;9999-01-01
227910;d007;1997-06-04;9999-01-01
227920;d002;1993-02-13;9999-01-01
227930;d005;1985-02-20;9999-01-01
227940;d008;1999-03-02;9999-01-01
227950;d001;2002-01-10;9999-01-01
227950;d007;1995-02-07;2002-01-10
227960;d004;1999-03-22;9999-01-01
227970;d004;1991-11-21;1993-11-22
227970;d005;1991-08-10;1991-11-21
227980;d004;1993-09-18;9999-01-01
227990;d009;1985-12-22;1992-03-17
228000;d007;1989-02-19;9999-01-01
228010;d005;1999-04-22;9999-01-01
228020;d009;1993-07-19;9999-01-01
228030;d007;1999-02-11;9999-01-01
228040;d003;1999-04-23;2001-05-29
228050;d005;1996-09-23;9999-01-01
228060;d005;1991-01-02;1993-02-26
228070;d007;1991-11-19;9999-01-01
228080;d001;1998-09-27;1999-04-01
228080;d007;1997-10-15;1998-09-27
228090;d005;2000-09-04;9999-01-01
228090;d006;1992-08-19;2000-09-04
228100;d003;1995-02-10;9999-01-01
228110;d008;1987-05-21;9999-01-01
228120;d005;1996-03-26;9999-01-01
228130;d006;1986-07-23;9999-01-01
228140;d007;1993-09-08;9999-01-01
228150;d005;1989-02-19;9999-01-01
228160;d009;1990-04-12;9999-01-01
228170;d007;1999-03-10;9999-01-01
228180;d007;1993-03-01;2001-04-24
228180;d009;2001-04-24;9999-01-01
228190;d004;2001-01-02;2001-04-23
228190;d009;1999-02-24;2001-01-02
228200;d005;1987-12-12;9999-01-01
228210;d004;1995-08-23;9999-01-01
228220;d003;1992-09-13;9999-01-01
228230;d007;1989-05-05;9999-01-01
228240;d004;1999-07-01;9999-01-01
228250;d009;1988-06-08;9999-01-01
228260;d008;1992-10-12;9999-01-01
228270;d005;1995-01-01;1996-01-29
228280;d004;1985-10-25;9999-01-01
228290;d007;1995-10-17;1998-08-21
228300;d001;1992-05-01;9999-01-01
228310;d002;1992-09-21;9999-01-01
228320;d007;1991-03-13;9999-01-01
228330;d009;1999-07-11;9999-01-01
228340;d004;1992-02-20;9999-01-01
228350;d005;1994-01-07;2000-12-06
228360;d004;1986-11-14;9999-01-01
228360;d005;1985-03-23;1986-11-14
228370;d004;1990-08-02;9999-01-01
228380;d001;1995-12-31;2001-08-24
228390;d004;1994-07-10;9999-01-01
228400;d004;1992-01-20;1993-10-21
228400;d009;1993-10-21;9999-01-01
228410;d004;1999-02-14;9999-01-01
228420;d005;1989-12-06;1992-04-05
228420;d008;1992-04-05;9999-01-01
228430;d005;1992-07-11;9999-01-01
228440;d002;1994-04-13;9999-01-01
228450;d008;1994-08-02;9999-01-01
228460;d009;1988-05-25;1991-03-01
228470;d007;1994-03-29;9999-01-01
228480;d002;1987-03-23;9999-01-01
228490;d002;1995-03-13;9999-01-01
228500;d007;1985-04-29;9999-01-01
228510;d005;1986-12-27;9999-01-01
228520;d009;1993-04-14;9999-01-01
228530;d004;1996-10-12;9999-01-01
228530;d005;1994-11-10;1996-10-12
228540;d001;1996-05-31;9999-01-01
228550;d005;1985-04-15;9999-01-01
228560;d003;1999-10-12;9999-01-01
228570;d003;1994-05-01;9999-01-01
228580;d007;1992-12-26;1998-11-14
228590;d006;1988-06-30;1998-08-27
228600;d004;1997-04-25;9999-01-01
228610;d004;1992-03-12;1994-06-23
228610;d009;1994-06-23;9999-01-01
228620;d005;1996-05-18;1997-08-19
228630;d004;1994-05-10;9999-01-01
228630;d005;1992-06-18;1994-05-10
228640;d005;1999-08-18;2002-07-12
228640;d008;2002-07-12;9999-01-01
228650;d001;1990-01-03;9999-01-01
228660;d004;1990-08-28;9999-01-01
228670;d004;1991-05-24;9999-01-01
228680;d005;1989-07-15;9999-01-01
228690;d005;1994-08-03;1999-05-01
228700;d009;1990-02-06;2001-06-27
228710;d002;1999-11-01;9999-01-01
228720;d007;1994-04-25;1994-06-11
228730;d004;1989-05-28;9999-01-01
228740;d004;1986-10-16;9999-01-01
228750;d004;1993-10-08;1997-12-10
228750;d005;1993-07-11;1993-10-08
228760;d008;1987-09-08;9999-01-01
228770;d007;1985-06-20;9999-01-01
228780;d004;1987-03-22;1998-09-21
228790;d005;1986-06-27;9999-01-01
228800;d005;1994-04-17;9999-01-01
228810;d005;1996-03-09;2001-02-04
228820;d004;1990-10-03;9999-01-01
228830;d004;1985-08-09;1997-11-08
228840;d009;1996-03-25;9999-01-01
228850;d005;1994-03-02;9999-01-01
228860;d004;1991-05-23;9999-01-01
228870;d005;1987-08-13;9999-01-01
228880;d009;1995-02-14;9999-01-01
228890;d007;1986-10-15;9999-01-01
228900;d002;1998-02-04;9999-01-01
228910;d007;1992-03-07;9999-01-01
228920;d004;1986-09-22;9999-01-01
228930;d006;1991-02-23;9999-01-01
228940;d004;2001-07-06;9999-01-01
228940;d009;1997-09-25;2001-07-06
228950;d005;1993-07-11;1995-11-27
228960;d001;1999-02-04;9999-01-01
228970;d004;1992-09-04;9999-01-01
228980;d007;1998-04-30;9999-01-01
228990;d004;1991-10-10;9999-01-01
229000;d006;1988-10-30;9999-01-01
229010;d003;1990-06-18;1996-08-14
229020;d005;1994-02-18;9999-01-01
229030;d005;1993-12-28;9999-01-01
229040;d004;1993-10-19;2000-04-12
229050;d008;1996-02-27;9999-01-01
229060;d009;1997-11-01;9999-01-01
229070;d006;1993-07-29;9999-01-01
229080;d005;1999-07-15;9999-01-01
229090;d004;1991-12-20;9999-01-01
229100;d001;1988-10-24;9999-01-01
229110;d002;1995-06-18;9999-01-01
229120;d001;1985-02-06;1985-02-17
229120;d007;1985-02-17;1985-06-12
229130;d004;1992-02-14;9999-01-01
229140;d005;1990-04-12;9999-01-01
229150;d007;1993-04-25;9999-01-01
229160;d009;1988-01-27;9999-01-01
229170;d004;1995-10-13;9999-01-01
229180;d007;1996-09-28;9999-01-01
229190;d007;1988-09-05;9999-01-01
229200;d003;1987-02-01;9999-01-01
229210;d004;1998-04-29;9999-01-01
229220;d004;1987-02-09;9999-01-01
229230;d009;1995-09-24;9999-01-01
229240;d005;1988-12-21;9999-01-01
229250;d005;1991-06-25;9999-01-01
229260;d001;1992-05-07;9999-01-01
229270;d005;1994-02-18;9999-01-01
229280;d006;1991-06-06;1994-07-15
229290;d004;1995-06-08;1996-04-05
229290;d006;1991-08-28;1995-06-08
229300;d004;2002-01-17;9999-01-01
229300;d005;1995-08-04;2002-01-17
229310;d004;1991-02-22;1999-04-02
229310;d006;1999-04-02;9999-01-01
229320;d004;1990-11-07;9999-01-01
229330;d004;1989-07-24;9999-01-01
229340;d006;1986-01-07;9999-01-01
229350;d005;1997-11-29;9999-01-01
229360;d009;1998-09-01;9999-01-01
229370;d005;1987-11-19;2000-03-24
229380;d009;1996-12-06;9999-01-01
229390;d005;1998-09-10;9999-01-01
229400;d005;1988-05-08;9999-01-01
229410;d004;1997-08-16;9999-01-01
229420;d008;1991-12-06;9999-01-01
229430;d007;1995-05-25;9999-01-01
229440;d005;1998-12-12;9999-01-01
229450;d004;1987-06-01;9999-01-01
229460;d009;1991-12-11;9999-01-01
229470;d001;1988-08-27;1995-03-02
229470;d009;1995-03-02;9999-01-01
229480;d004;2001-08-03;9999-01-01
229480;d005;1994-10-12;2001-08-03
229490;d009;1993-10-29;9999-01-01
229500;d005;1999-09-10;9999-01-01
229510;d004;1985-05-12;9999-01-01
229520;d007;1999-09-07;9999-01-01
229530;d009;1989-07-27;2000-06-26
229540;d005;1986-10-02;9999-01-01
229550;d005;1991-05-25;9999-01-01
229560;d004;1992-12-04;9999-01-01
229570;d007;1995-01-24;1997-05-08
229580;d005;1987-04-12;9999-01-01
229590;d005;1996-11-29;9999-01-01
229600;d003;1987-08-28;2002-03-23
229610;d005;1992-10-17;9999-01-01
229620;d007;1986-02-07;9999-01-01
229630;d006;1995-06-18;9999-01-01
229640;d001;1996-07-22;1999-01-10
229640;d009;1999-01-10;9999-01-01
229650;d007;1987-05-28;1994-12-12
229660;d006;1997-10-08;9999-01-01
229670;d004;1991-10-26;9999-01-01
229680;d004;1998-01-13;9999-01-01
229690;d007;1988-06-09;1995-11-08
229700;d004;1986-09-07;9999-01-01
229710;d007;1987-04-05;9999-01-01
229720;d005;1990-02-09;9999-01-01
229730;d004;1996-04-07;2001-08-05
229740;d006;1987-06-09;9999-01-01
229750;d005;1994-09-12;9999-01-01
229760;d008;1997-11-07;9999-01-01
229770;d002;1985-06-23;1988-05-01
229770;d003;1988-05-01;1999-07-11
229780;d005;1993-01-14;2001-03-23
229780;d008;2001-03-23;9999-01-01
229790;d006;1989-11-20;9999-01-01
229800;d009;1994-01-18;1997-06-01
229810;d005;1988-11-09;9999-01-01
229820;d004;1992-07-29;9999-01-01
229830;d005;1993-08-08;9999-01-01
229840;d004;1996-05-25;9999-01-01
229850;d004;1998-09-30;9999-01-01
229860;d008;1988-07-08;9999-01-01
229870;d004;1988-07-24;9999-01-01
229880;d004;1993-06-08;9999-01-01
229890;d005;1991-05-01;1998-12-19
229900;d004;1992-09-16;9999-01-01
229910;d004;1993-06-06;9999-01-01
229920;d004;2002-04-19;9999-01-01
229920;d005;2000-01-15;2002-04-19
229930;d004;1993-03-11;9999-01-01
229940;d007;1988-10-18;1989-07-02
229940;d009;1989-07-02;9999-01-01
229950;d002;1990-03-10;1997-04-02
229950;d003;1997-04-02;9999-01-01
229960;d007;1992-02-21;9999-01-01
229970;d004;1993-03-17;9999-01-01
229980;d002;1987-07-26;9999-01-01
229990;d006;1989-10-01;1997-05-28
230000;d006;1999-01-04;9999-01-01
230010;d005;1986-07-31;1999-07-24
230020;d009;1990-06-19;9999-01-01
230030;d007;1999-07-17;2000-12-23
230040;d007;1990-04-14;2000-04-21
230050;d007;1991-07-24;9999-01-01
230060;d009;1995-05-10;9999-01-01
230070;d008;1990-06-25;1995-08-23
230080;d007;1993-07-31;9999-01-01
230090;d003;1988-03-27;9999-01-01
230100;d002;1987-02-20;9999-01-01
230110;d005;1994-07-22;2001-08-08
230120;d001;1997-04-29;2000-11-12
230130;d004;1987-05-22;9999-01-01
230140;d004;1994-11-23;9999-01-01
230150;d005;1987-12-06;2000-04-02
230160;d007;1992-03-18;9999-01-01
230170;d007;1991-04-04;9999-01-01
230180;d004;1985-09-03;9999-01-01
230190;d007;1998-04-07;9999-01-01
230200;d004;1998-05-10;2000-11-10
230200;d009;2000-11-10;9999-01-01
230210;d004;1986-10-21;9999-01-01
230220;d001;2001-08-03;9999-01-01
230220;d007;1999-01-03;2001-08-03
230230;d006;1993-09-23;9999-01-01
230240;d004;1989-02-08;9999-01-01
230250;d004;1995-09-26;2000-04-24
230250;d009;2000-04-24;9999-01-01
230260;d007;1999-11-25;9999-01-01
230270;d005;1999-11-01;2001-04-01
230280;d007;1986-01-22;9999-01-01
230290;d005;1999-06-04;9999-01-01
230300;d001;1996-09-26;1998-10-09
230300;d009;1998-10-09;9999-01-01
230310;d007;1994-02-10;9999-01-01
230320;d002;1988-09-18;1991-04-14
230320;d007;1991-04-14;1992-03-30
230330;d005;1995-06-21;9999-01-01
230340;d004;2000-03-20;2001-03-08
230340;d006;1999-06-15;2000-03-20
230350;d001;1987-03-27;9999-01-01
230360;d008;1990-11-17;9999-01-01
230370;d004;1996-07-10;9999-01-01
230380;d008;1996-11-20;9999-01-01
230390;d005;1998-02-03;9999-01-01
230400;d006;1994-09-02;9999-01-01
230410;d002;1995-09-03;1995-09-24
230410;d007;1995-09-24;9999-01-01
230420;d004;1986-02-17;1988-05-05
230420;d006;1988-05-05;9999-01-01
230430;d001;1994-01-06;2002-02-10
230430;d007;2002-02-10;9999-01-01
230440;d005;1996-11-02;2002-06-28
230440;d008;2002-06-28;9999-01-01
230450;d004;1986-06-05;9999-01-01
230460;d003;1985-05-06;9999-01-01
230470;d007;1990-12-30;9999-01-01
230480;d007;1985-08-25;9999-01-01
230490;d007;1994-03-05;9999-01-01
230500;d004;1995-04-24;9999-01-01
230510;d003;1987-09-27;2000-02-15
230520;d004;1990-08-02;9999-01-01
230530;d007;1989-08-22;1997-10-12
230540;d003;1998-09-22;2000-02-10
230550;d007;1995-11-07;1997-02-05
230560;d005;1990-09-02;1999-10-28
230570;d005;1993-08-20;9999-01-01
230580;d004;1999-12-17;9999-01-01
230590;d005;1997-06-21;1998-06-26
230600;d007;1986-01-25;1988-01-20
230600;d009;1988-01-20;9999-01-01
230610;d007;1996-04-03;9999-01-01
230620;d005;1991-11-05;9999-01-01
230630;d004;1995-03-09;9999-01-01
230640;d005;1986-05-01;9999-01-01
230650;d001;1994-11-06;9999-01-01
230650;d003;1992-03-26;1994-11-06
230660;d004;1994-09-01;9999-01-01
230670;d004;1992-12-22;9999-01-01
230680;d008;1987-06-10;9999-01-01
230690;d009;1988-01-31;9999-01-01
230700;d007;1986-06-16;1991-07-11
230710;d007;1990-08-29;9999-01-01
230720;d005;2001-02-23;9999-01-01
230720;d008;1998-06-23;2001-02-23
230730;d002;1990-05-10;2000-11-30
230740;d004;1997-03-28;9999-01-01
230750;d007;1987-12-12;9999-01-01
230760;d005;1987-08-18;9999-01-01
230770;d004;1988-01-05;9999-01-01
230780;d004;1998-10-31;1999-11-30
230790;d004;1998-02-06;9999-01-01
230800;d002;1995-10-20;9999-01-01
230810;d004;1990-10-19;1995-11-17
230820;d006;1990-05-19;2001-06-17
230830;d007;1999-12-01;9999-01-01
